accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
-2.233,-9.382,-10.004,0.0,0.0,0.0,-0.607,-9.882,-10.495,0.015363202159787915,0.0,0.0
-2.435,-9.452,-10.107,0.0,-0.238,0.0,-0.642,-9.87,-10.477,-0.007919064481101235,0.0,0.0
-2.081,-9.44,-10.066,0.0,-0.258,0.0,-0.631,-9.858,-10.459,-0.005012470144448304,0.0,0.0
-1.859,-9.524,-9.859,0.0,-0.257,0.0,-0.612,-9.835,-10.468,-0.0002103112268000704,0.0,0.0
-1.821,-9.554,-10.008,0.0,0.0,0.0,-0.548,-9.887,-10.4,-0.006939136340102887,0.0,0.0
-2.107,-9.769,-10.132,-0.101,-0.103,0.0,-0.389,-9.85,-10.286,-0.00038011886250103574,0.0,0.0
-2.683,-8.9,-10.198,0.0,-0.393,0.0,-0.422,-9.919,-10.156,0.005861070946816241,0.0,0.0
-2.227,-9.525,-9.781,0.0,-0.926,0.128,-0.443,-9.885,-10.113,0.002551772180140861,0.0,0.0
-4.164,-10.366,-8.517,0.0,-0.825,-0.319,-0.418,-9.939,-10.189,0.01381580736642821,0.0,0.0
-15.341,-13.127,-14.565,1.048,-2.126,0.0,-0.37,-9.968,-10.125,-0.02047559351733122,0.0,0.0
-20.016,-19.54,-14.875,-3.928,-0.94,4.393,-0.313,-10.054,-10.209,-0.0017927466405140283,0.111,0.0
0.797,-19.54,-12.581,-2.035,-2.601,4.393,-1.006,-9.474,-9.638,-0.011983505146073747,0.0,0.0
18.275,-19.54,2.197,4.43,-3.889,4.393,-0.452,-9.763,-10.326,0.015402534608858296,0.0,-0.158
19.209,-19.54,-23.106,4.43,-4.354,0.8,0.0,-9.674,-9.954,-0.010728806537834819,0.153,0.0
-12.169,-19.54,-27.157,4.43,-4.354,-4.337,-0.466,-9.548,-9.331,0.01148789330404457,-0.102,0.174
-20.016,-19.54,-28.341,-3.191,-4.354,-4.337,0.0,-9.81,-11.749,-0.011814073248873394,-0.118,0.398
-20.016,-19.54,-14.553,-4.301,-4.354,2.376,-1.123,-9.81,-10.077,0.004744315782564516,-0.138,0.0
3.398,-19.54,-13.904,-2.166,-4.354,4.393,-0.695,-9.907,-9.919,-0.004677635809513054,0.381,-0.11
10.13,-19.54,-10.218,4.43,-4.354,4.393,-0.737,-9.522,-9.81,-0.012631720865069694,0.128,-0.245
5.564,-19.54,-30.079,4.43,-4.354,1.348,-0.761,-10.206,-9.888,-0.008302673146230006,0.0,-0.111
17.893,-19.54,-30.079,4.43,-3.457,-0.838,-0.549,-9.45,-9.589,-0.011280380044533507,-0.24,0.286
14.827,-19.54,-30.079,-1.905,-4.354,-4.337,-0.624,-10.088,-10.368,-0.020408374288943168,0.0,0.396
-20.016,-19.54,-13.408,-3.852,-4.354,-4.337,-1.967,-9.918,-10.325,0.004617732155202538,0.0,0.0
-10.609,-17.854,-18.85,1.856,-0.262,3.666,-0.549,-9.792,-9.933,-0.00616505911163407,-0.111,-0.177
1.158,-7.437,-2.794,-0.698,-2.454,-2.772,-0.621,-9.824,-10.389,-0.014691653065137627,0.0,0.0
-1.999,-9.576,-9.634,0.0,0.0,0.0,-0.929,-9.811,-10.668,0.0,0.0,0.0
-2.08,-9.525,-9.57,0.0,0.0,0.0,-0.95,-9.821,-10.632,0.0,0.0,0.0
-1.883,-9.477,-9.561,0.0,0.0,0.0,-1.012,-9.871,-10.604,0.0,0.0,0.0
-1.918,-9.44,-9.659,0.0,0.0,0.0,-1.0,-9.85,-10.582,0.0,0.0,0.0
-2.203,-9.469,-9.688,0.0,0.0,0.0,-0.996,-9.824,-10.533,0.0,0.0,0.0
-2.213,-9.418,-9.94,0.0,0.0,0.0,-0.939,-9.821,-10.544,0.0,0.0,0.0
-2.289,-9.457,-9.73,0.0,-0.128,0.0,-0.976,-9.836,-10.519,0.0,0.0,0.0
-2.357,-9.469,-9.666,0.0,-0.287,0.0,-1.051,-9.876,-10.492,0.0,0.0,0.0
-5.763,-11.045,-7.435,0.258,-0.729,-0.768,-1.395,-9.944,-10.374,0.0,0.0,0.0
-20.016,-19.54,-18.611,-1.539,-0.93,2.826,-1.289,-9.802,-10.571,0.0,0.0,0.0
-18.163,-19.54,-16.808,-3.295,-2.875,4.393,-0.321,-9.762,-10.759,0.0,0.0,0.0
9.761,-19.54,-12.7,1.119,-4.354,4.393,-0.648,-10.298,-10.32,0.116,0.643,0.149
19.209,-19.54,-10.742,4.43,-4.354,4.393,-1.079,-9.736,-10.509,0.0,0.299,0.0
19.209,-19.54,-30.079,4.43,-4.354,-4.337,-0.899,-10.174,-10.683,0.0,-0.12,0.0
-20.016,-19.54,-26.685,-4.301,-4.354,-4.337,-1.36,-9.61,-10.005,0.136,-0.224,0.379
-20.016,-19.54,9.146,-4.301,-1.424,2.621,-0.768,-9.99,-10.227,0.0,0.0,0.247
7.135,-19.54,-7.675,-4.301,-4.354,4.393,-1.818,-9.889,-9.998,0.0,0.0,0.101
19.209,-19.54,-18.488,2.504,-4.354,4.393,-1.393,-9.887,-10.64,-0.17,0.0,-0.244
17.525,-19.54,-24.904,4.43,-4.354,1.496,-1.068,-9.712,-10.229,-0.108,0.0,-0.305
8.175,-19.54,-30.079,4.43,-2.629,-4.337,-0.862,-9.824,-10.523,0.0,0.0,0.0
-6.777,-19.54,-29.873,-4.301,-4.354,-4.337,-1.101,-9.713,-10.676,0.0,-0.212,0.143
-20.016,-19.54,0.0,-4.301,-3.439,-3.167,-1.317,-9.99,-10.456,0.0,0.0,0.0
3.306,-15.024,2.112,-3.952,-4.348,0.544,-1.703,-9.903,-10.508,0.0,-0.114,-0.136
-1.889,-8.898,-8.289,0.0,-2.83,-1.318,-1.053,-9.76,-10.269,0.0,0.0,0.0
-3.534,-9.599,-10.358,0.91,-2.112,-1.271,-0.981,-9.815,-10.538,0.0,0.0,0.0
-2.746,-9.413,-10.333,0.0,0.373,0.0,-0.966,-9.841,-10.746,0.0,0.0,0.0
-2.228,-9.477,-10.336,0.0,0.0,0.0,-0.927,-9.82,-10.689,0.0,0.0,0.0
-2.655,-9.296,-10.025,0.0,0.0,0.0,-0.987,-9.829,-10.696,0.0,0.0,0.0
-2.029,-9.348,-10.202,0.0,0.143,0.105,-0.907,-9.824,-10.708,0.0,0.0,0.0
-2.302,-9.458,-10.269,0.0,0.171,0.0,-0.858,-9.847,-10.696,0.0,0.0,0.0
-2.775,-9.598,-10.104,0.0,0.0,0.0,-0.953,-9.827,-10.708,0.0,0.0,0.0
-2.174,-9.519,-9.73,0.0,-0.187,0.0,-0.907,-9.817,-10.672,0.0,0.0,0.0
-2.148,-9.284,-10.131,0.0,0.0,0.0,-1.055,-9.794,-10.508,0.0,0.0,0.0
