accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1
-4.142,-9.436,-9.484,-0.129,0.0,-0.279
-14.252,-13.089,-5.608,-1.697,2.347,0.438
-16.927,-19.568,-6.705,-0.497,1.744,3.819
-9.702,-19.568,-11.2,0.307,0.858,4.357
-6.145,-18.37,-10.948,0.303,-0.465,4.357
-4.825,-12.293,-9.873,0.905,-0.789,3.786
-4.155,-7.75,-10.052,1.889,-0.917,3.028
-4.332,-4.1,-11.06,2.291,-0.878,2.456
-5.398,-1.239,-10.403,2.367,-1.148,1.759
-5.423,0.281,-11.347,3.044,-0.883,1.328
-6.152,0.83,-12.693,3.31,-0.534,1.176
-7.168,1.334,-15.374,3.299,-0.55,1.082
-5.753,1.591,-16.082,2.639,-0.926,1.043
-5.854,1.508,-16.03,2.219,-0.37,0.561
-5.885,1.086,-19.355,2.773,-0.248,0.421
-6.004,1.757,-23.279,1.879,0.203,0.505
-6.289,2.219,-22.763,0.486,-0.265,0.114
-2.781,-9.296,-7.476,0.0,0.431,0.0
-2.612,-9.261,-7.688,0.0,0.334,0.0
-2.712,-9.268,-7.608,0.0,0.317,0.0
-2.815,-9.187,-7.614,0.0,0.186,0.0
-2.941,-9.286,-7.474,0.0,0.0,0.0
-3.185,-9.013,-7.178,-0.303,-0.313,-0.205
-2.7,-9.402,-7.697,-0.579,-0.848,-0.394
-3.018,-10.016,-7.718,-0.486,0.26,-0.313
-4.871,-11.783,-6.322,-1.051,1.41,0.218
-17.859,-17.346,-4.597,-1.002,3.498,1.566
-10.74,-19.568,-8.599,-0.101,1.692,4.357
-8.442,-19.568,-9.677,0.397,0.254,4.357
-5.113,-16.985,-10.531,1.051,-0.116,4.357
-3.033,-11.19,-10.794,1.864,-0.47,4.357
-3.627,-5.823,-10.768,2.18,-1.505,3.159
-3.894,-2.355,-11.723,2.886,-2.409,2.151
-4.706,-0.626,-12.275,3.307,-1.888,1.723
-4.303,0.475,-13.731,3.474,-1.569,1.244
-3.293,1.718,-16.611,3.407,-0.35,1.033
-3.05,2.413,-18.258,3.023,-0.329,0.869
-3.024,2.065,-17.591,2.402,-0.202,0.349
-1.83,1.304,-19.067,2.456,-0.372,-0.106
-3.392,0.454,-21.25,2.096,-0.444,-0.604
